Oxford Circus,Regents Park,29
Cannon Street,Mansion House,19
Finchley Central,Mill Hill East,112
Barbican,Moorgate,96
Grange Hill,Hainault,182
Borough,Elephant and Castle,84
Boston Manor,Northfields,77
Arsenal,Finsbury Park,200
Boston Manor,Osterley,68
Canary Wharf,North Greenwich,502
Kingsbury,Queensbury,351
Ruislip Gardens,West Ruislip,68
Embankment,Temple,38
Baker Street,Bond Street,56
Kensal Green,Queens Park,77
Charing Cross,Piccadilly Circus,75
Green Park,Hyde Park Corner,21
Lancaster Gate,Queensway,30
Snaresbrook,South Woodford,71
Eastcote,Rayners Lane,83
Stepney Green,Whitechapel,84
Stonebridge Park,Wembley Central,291
Holborn,Tottenham Court Road,122
Manor House,Turnpike Lane,351
Chiswick Park,Turnham Green,64
Debden,Loughton,92
Northwood,Northwood Hills,41
Buckhurst Hill,Woodford,92
Epping,Theydon Bois,158
Leicester Square,Tottenham Court Road,129
Plaistow,West Ham,300
Green Park,Piccadilly Circus,54
Borough,London Bridge,221
Brixton,Stockwell,727
Preston Road,Wembley Park,227
Redbridge,Wanstead,99
Barons Court,Earls Court,149
Mile End,Stepney Green,79
Alperton,Sudbury Town,113
Finchley Road,Swiss Cottage,38
Monument,Waterloo,240
Moor Park,Northwood,28
Chalfont and Latimer,Chesham,36
Chalfont and Latimer,Chorleywood,44
Plaistow,Upton Park,360
Dagenham East,Dagenham Heathway,335
Parsons Green,Putney Bridge,53
Monument,Cannon Street,31
Ladbroke Grove,Latimer Road,45
Hillingdon,Ickenham,43
Ruislip,Ruislip Manor,41
Barons Court,West Kensington,83
Sloane Square,South Kensington,52
Fulham Broadway,Parsons Green,63
Rayners Lane,South Harrow,99
Buckhurst Hill,Loughton,67
Southfields,Wimbledon Park,115
Ruislip Gardens,South Ruislip,93
Euston,Mornington Crescent,80
Bermondsey,Canada Water,144
Canning Town,North Greenwich,590
Northolt,South Ruislip,286
Bounds Green,Wood Green,502
Source Station,Target Station,Weight
Alperton,Sudbury Town,137
Bond Street,Oxford Circus,74
Mile End,Stratford,901
Sloane Square,South Kensington,45
Waterloo,Westminster,184
Highbury and Islington,Kings Cross St. Pancras,197
Pimlico,Victoria,218
Euston,Kings Cross St. Pancras,188
Harrow-on-the-Hill,North Harrow,177
Finchley Road,Swiss Cottage,55
Covent Garden,Holborn,22
Caledonian Road,Kings Cross St. Pancras,141
Battersea Power Station,Nine Elms,57
Amersham,Chalfont and Latimer,54
Kilburn,West Hampstead,124
Dagenham East,Elm Park,206
Earls Court,Gloucester Road,170
Aldgate East,Liverpool Street,389
Elephant and Castle,Kennington,177
Aldgate East,Whitechapel,112
Bethnal Green,Mile End,148
Hillingdon,Ickenham,54
Grange Hill,Hainault,179
Covent Garden,Leicester Square,48
Borough,London Bridge,206
Charing Cross,Piccadilly Circus,77
Finsbury Park,Manor House,339
Balham,Clapham South,196
Kingsbury,Wembley Park,305
Hounslow Central,Hounslow East,198
Latimer Road,Wood Lane,53
Monument,Moorgate,237
Kennington,Nine Elms,62
Oxford Circus,Tottenham Court Road,123
Harrow and Wealdstone,Kenton,321
Becontree,Dagenham Heathway,390
Blackhorse Road,Tottenham Hale,887
Leytonstone,Snaresbrook,178
Holborn,Russell Square,37
Barons Court,Earls Court,172
Debden,Loughton,96
Aldgate East,Tower Hill,96
East Putney,Southfields,124
Southwark,Waterloo,137
Belsize Park,Hampstead,32
Kingsbury,Queensbury,277
Notting Hill Gate,Queensway,40
Hanger Lane,Perivale,116
Kilburn Park,Maida Vale,53
Redbridge,Wanstead,114
East Finchley,Finchley Central,162
Elephant and Castle,Lambeth North,78
Boston Manor,Northfields,88
Euston Square,Great Portland Street,15
High Street Kensington,Notting Hill Gate,60
Hatton Cross,Hounslow West,223
Paddington,Royal Oak,251
Paddington,Warwick Avenue,236
Leicester Square,Tottenham Court Road,111
Monument,Cannon Street,40
Blackhorse Road,Walthamstow Central,1305
Kensal Green,Willesden Junction,163
Debden,Theydon Bois,98
Plaistow,West Ham,289
Snaresbrook,South Woodford,83
Gants Hill,Newbury Park,394
Leytonstone,Wanstead,191
Northwood Hills,Pinner,40
Southfields,Wimbledon Park,136
Ruislip Gardens,South Ruislip,91
Upminster,Upminster Bridge,174
Arsenal,Finsbury Park,190
Hillingdon,Uxbridge,172
Holland Park,Notting Hill Gate,40
Bermondsey,Canada Water,201
Dagenham East,Dagenham Heathway,364
Earls Court,West Kensington,252
Edgware Road (Bakerloo),Paddington,191
Dollis Hill,Willesden Green,170
Bond Street,Marble Arch,45
Morden,South Wimbledon,550
Moor Park,Rickmansworth,13
Canning Town,West Ham,615
Belsize Park,Chalk Farm,40
Roding Valley,Woodford,89
Embankment,Westminster,70
Becontree,Upney,244
Ladbroke Grove,Westbourne Park,45
Barkingside,Newbury Park,234
Harrow-on-the-Hill,Northwick Park,205
Baker Street,St. Johns Wood,35
Chancery Lane,Holborn,25
Finchley Road,Wembley Park,210
Leicester Square,Piccadilly Circus,90
North Wembley,Wembley Central,272
Wimbledon,Wimbledon Park,540
Buckhurst Hill,Loughton,52
Chiswick Park,Turnham Green,61
Preston Road,Wembley Park,234
Gunnersbury,Turnham Green,108
Ealing Broadway,West Acton,184
Greenford,Northolt,358
Dollis Hill,Neasden,111
London Bridge,Southwark,210
Ickenham,Ruislip,29
Stamford Brook,Turnham Green,89
Cannon Street,Mansion House,13
Green Park,Oxford Circus,79
Epping,Theydon Bois,142
Gunnersbury,Kew Gardens,73
Kennington,Waterloo,266
St. Jamess Park,Victoria,147
Farringdon,Kings Cross St. Pancras,204
Baker Street,Marylebone,39
Finsbury Park,Highbury and Islington,227
Boston Manor,Osterley,66
Hatton Cross,Heathrow Terminal 4,190
Aldgate,Tower Hill,73
Moorgate,Old Street,111
Barbican,Farringdon,53
Hounslow East,Osterley,191
Chalfont and Latimer,Chesham,53
Oakwood,Southgate,235
Totteridge and Whetstone,Woodside Park,103
Burnt Oak,Colindale,626
Alperton,Park Royal,78
Brent Cross,Hendon Central,207
Colliers Wood,South Wimbledon,330
Eastcote,Rayners Lane,80
Camden Town,Chalk Farm,62
Clapham Common,Clapham North,205
Goodge Street,Tottenham Court Road,36
Holborn,Tottenham Court Road,93
Harlesden,Willesden Junction,194
Heathrow Terminal 5,Heathrow Terminals 1 2 3,199
Kentish Town,Tufnell Park,61
Embankment,Waterloo,247
Mile End,Stepney Green,103
South Harrow,Sudbury Hill,112
Blackfriars,Temple,40
Euston Square,Kings Cross St. Pancras,103
Cockfosters,Oakwood,90
Oval,Stockwell,194
Goldhawk Road,Shepherds Bush Market,78
Hatton Cross,Heathrow Terminals 1 2 3,326
Heathrow Terminal 4,Heathrow Terminals 1 2 3,209
Ruislip Gardens,West Ruislip,63
Lancaster Gate,Queensway,42
Croxley,Watford,50
Angel,Old Street,58
Ladbroke Grove,Latimer Road,36
Angel,Kings Cross St. Pancras,151
Euston,Warren Street,108
Gloucester Road,High Street Kensington,79
Balham,Tooting Bec,170
Bayswater,Notting Hill Gate,33
Kensal Green,Queens Park,97
Holland Park,Shepherds Bush,105
Ruislip,Ruislip Manor,46
East Acton,North Acton,124
Acton Town,South Ealing,90
Rayners Lane,South Harrow,112
Barbican,Moorgate,116
Chigwell,Grange Hill,27
Shepherds Bush Market,Wood Lane,108
Leyton,Stratford,705
Finsbury Park,Seven Sisters,701
Bow Road,Mile End,72
Northolt,South Ruislip,311
Fulham Broadway,Parsons Green,61
Liverpool Street,Moorgate,483
Tooting Bec,Tooting Broadway,366
Bond Street,Green Park,59
Canons Park,Queensbury,386
Stockwell,Vauxhall,386
Knightsbridge,South Kensington,52
Baker Street,Bond Street,51
Caledonian Road,Holloway Road,53
High Barnet,Totteridge and Whetstone,124
Lambeth North,Waterloo,139
Elm Park,Hornchurch,100
Canary Wharf,North Greenwich,520
Monument,Waterloo,237
Charing Cross,Leicester Square,105
Burnt Oak,Edgware,383
Barking,Upney,801
Borough,Elephant and Castle,84
Clapham Common,Clapham South,247
Kew Gardens,Richmond,179
Blackfriars,Mansion House,68
Acton Town,Ealing Common,110
Plaistow,Upton Park,373
Earls Court,Kensington (Olympia),56
Stratford,West Ham,1069
Archway,Tufnell Park,121
East Ham,Upton Park,824
South Woodford,Woodford,157
Eastcote,Ruislip Manor,38
Oxford Circus,Warren Street,36
Earls Court,High Street Kensington,151
Ealing Broadway,Ealing Common,231
Green Park,Victoria,316
Chigwell,Roding Valley,47
St. Jamess Park,Westminster,16
Leyton,Leytonstone,439
Chancery Lane,St. Pauls,26
Bayswater,Paddington,195
North Ealing,Park Royal,20
Bethnal Green,Liverpool Street,246
Seven Sisters,Tottenham Hale,762
Hornchurch,Upminster Bridge,72
Edgware Road (Bakerloo),Marylebone,27
North Harrow,Pinner,56
Baker Street,Regents Park,20
Goodge Street,Warren Street,25
Shepherds Bush,White City,141
Arnos Grove,Bounds Green,228
Camden Town,Mornington Crescent,45
Fulham Broadway,West Brompton,68
North Wembley,South Kenton,133
Fairlop,Hainault,202
Colliers Wood,Tooting Broadway,405
Canons Park,Stanmore,176
Parsons Green,Putney Bridge,61
Monument,Liverpool Street,458
Turnpike Lane,Wood Green,536
Northfields,South Ealing,66
Northwick Park,Preston Road,103
Acton Town,Turnham Green,151
Golders Green,Hampstead,109
Hyde Park Corner,Knightsbridge,19
Euston,Mornington Crescent,101
Stepney Green,Whitechapel,90
Oxford Circus,Piccadilly Circus,67
Sudbury Hill,Sudbury Town,113
Kennington,Oval,128
Harrow-on-the-Hill,West Harrow,144
North Acton,West Acton,71
Gloucester Road,South Kensington,52
Royal Oak,Westbourne Park,46
Brixton,Stockwell,673
Canada Water,Canary Wharf,389
Stonebridge Park,Wembley Central,289
Hounslow Central,Hounslow West,154
Monument,St. Pauls,34
Barons Court,West Kensington,94
Greenford,Perivale,245
Harlesden,Stonebridge Park,146
Camden Town,Kentish Town,104
Finchley Road,West Hampstead,101
Green Park,Piccadilly Circus,51
Manor House,Turnpike Lane,325
Northwood,Northwood Hills,30
Ravenscourt Park,Stamford Brook,40
Embankment,Temple,28
Chalfont and Latimer,Chorleywood,41
Monument,London Bridge,360
Kilburn Park,Queens Park,86
Kenton,South Kenton,182
Earls Court,West Brompton,144
Clapham North,Stockwell,266
Moor Park,Northwood,36
Ealing Common,North Ealing,17
Acton Town,Chiswick Park,67
Barkingside,Fairlop,114
Rayners Lane,West Harrow,94
Green Park,Hyde Park Corner,21
Croxley,Moor Park,15
Bromley-by-Bow,West Ham,162
Baker Street,Great Portland Street,35
Archway,Highgate,136
Sloane Square,Victoria,176
Oxford Circus,Regents Park,17
Colindale,Hendon Central,365
East Putney,Putney Bridge,114
East Finchley,Highgate,82
Charing Cross,Embankment,79
Finchley Central,Mill Hill East,91
Green Park,Westminster,60
Gants Hill,Redbridge,288
Camden Town,Euston,219
Finchley Central,West Finchley,155
Kilburn,Willesden Green,201
Bounds Green,Wood Green,527
Brent Cross,Golders Green,122
Neasden,Wembley Park,246
Pimlico,Vauxhall,142
Buckhurst Hill,Woodford,97
Lancaster Gate,Marble Arch,38
Baker Street,Finchley Road,69
East Acton,White City,92
Maida Vale,Warwick Avenue,21
Aldgate,Liverpool Street,252
Arsenal,Holloway Road,65
Canning Town,North Greenwich,571
Bow Road,Bromley-by-Bow,58
Chorleywood,Rickmansworth,34
Barking,East Ham,1205
St. Johns Wood,Swiss Cottage,21
Hanger Lane,North Acton,152
Monument,Tower Hill,128
West Finchley,Woodside Park,81
Arnos Grove,Southgate,226
Bermondsey,London Bridge,284
Kings Cross St. Pancras,Russell Square,98
Source Station,Target Station,Weight
Bond Street,Marble Arch,41
Stonebridge Park,Wembley Central,309
Maida Vale,Warwick Avenue,30
Earls Court,High Street Kensington,143
Amersham,Chalfont and Latimer,81
South Woodford,Woodford,144
Bond Street,Green Park,54
Paddington,Warwick Avenue,236
Baker Street,Marylebone,46
Harrow-on-the-Hill,Northwick Park,185
Acton Town,Turnham Green,177
Sudbury Hill,Sudbury Town,90
Mile End,Stratford,967
Burnt Oak,Edgware,405
Baker Street,Bond Street,36
Croxley,Moor Park,16
Earls Court,West Brompton,153
Bethnal Green,Liverpool Street,272
Leyton,Leytonstone,463
Debden,Loughton,93
Finchley Central,West Finchley,141
St. Jamess Park,Victoria,145
Roding Valley,Woodford,84
Barbican,Farringdon,72
Stepney Green,Whitechapel,95
East Finchley,Finchley Central,187
North Wembley,South Kenton,148
Barons Court,Earls Court,157
Monument,Moorgate,240
Leicester Square,Piccadilly Circus,84
Dagenham East,Dagenham Heathway,340
Acton Town,Chiswick Park,83
Arnos Grove,Bounds Green,251
Goldhawk Road,Shepherds Bush Market,73
Camden Town,Mornington Crescent,40
North Harrow,Pinner,62
Finchley Road,Wembley Park,227
Caledonian Road,Kings Cross St. Pancras,147
Oakwood,Southgate,242
Covent Garden,Holborn,32
Canning Town,West Ham,548
Green Park,Piccadilly Circus,65
Moor Park,Northwood,19
Harrow-on-the-Hill,West Harrow,141
South Harrow,Sudbury Hill,88
Tooting Bec,Tooting Broadway,342
Edgware Road (Bakerloo),Marylebone,33
Morden,South Wimbledon,558
Arsenal,Finsbury Park,186
Oxford Circus,Piccadilly Circus,51
Stamford Brook,Turnham Green,81
Rayners Lane,West Harrow,85
Lancaster Gate,Queensway,37
Ruislip Gardens,South Ruislip,79
East Putney,Putney Bridge,90
Barkingside,Newbury Park,229
Barons Court,West Kensington,95
Aldgate East,Whitechapel,79
High Barnet,Totteridge and Whetstone,113
Heathrow Terminal 5,Heathrow Terminals 1 2 3,227
Aldgate East,Tower Hill,112
Holland Park,Shepherds Bush,97
North Acton,West Acton,87
Edgware Road (Bakerloo),Paddington,205
Lancaster Gate,Marble Arch,40
Notting Hill Gate,Queensway,47
Shepherds Bush Market,Wood Lane,107
Barkingside,Fairlop,112
Brent Cross,Hendon Central,213
Kilburn Park,Queens Park,93
Holborn,Russell Square,37
Aldgate,Liverpool Street,258
Grange Hill,Hainault,173
Euston,Warren Street,91
Sloane Square,Victoria,177
Camden Town,Euston,212
Bounds Green,Wood Green,488
Boston Manor,Northfields,62
Covent Garden,Leicester Square,45
Balham,Clapham South,202
Embankment,Waterloo,232
Eastcote,Ruislip Manor,35
Barbican,Moorgate,108
Fulham Broadway,West Brompton,50
Fairlop,Hainault,199
Blackfriars,Mansion House,58
Barking,East Ham,1215
Farringdon,Kings Cross St. Pancras,214
Colliers Wood,South Wimbledon,282
Colindale,Hendon Central,405
Shepherds Bush,White City,146
Finsbury Park,Manor House,307
Hornchurch,Upminster Bridge,61
Bermondsey,Canada Water,184
Chancery Lane,St. Pauls,7
High Street Kensington,Notting Hill Gate,43
Monument,Tower Hill,136
Leytonstone,Snaresbrook,174
Oval,Stockwell,185
Manor House,Turnpike Lane,321
Kenton,South Kenton,191
Euston Square,Kings Cross St. Pancras,111
Ruislip,Ruislip Manor,41
Embankment,Westminster,48
Chorleywood,Rickmansworth,34
Acton Town,Ealing Common,93
Chancery Lane,Holborn,19
Green Park,Westminster,49
Canada Water,Canary Wharf,395
Monument,Waterloo,241
Hounslow Central,Hounslow East,248
Upminster,Upminster Bridge,160
Charing Cross,Leicester Square,112
Arnos Grove,Southgate,218
Preston Road,Wembley Park,206
Gloucester Road,High Street Kensington,80
Bromley-by-Bow,West Ham,140
Turnpike Lane,Wood Green,564
Southwark,Waterloo,154
London Bridge,Southwark,208
Belsize Park,Chalk Farm,42
Hillingdon,Uxbridge,194
Pimlico,Vauxhall,157
Northwick Park,Preston Road,87
Monument,Cannon Street,32
Latimer Road,Wood Lane,61
Acton Town,South Ealing,94
Blackhorse Road,Walthamstow Central,1280
Southfields,Wimbledon Park,115
Kew Gardens,Richmond,174
Chiswick Park,Turnham Green,62
Greenford,Northolt,381
Hillingdon,Ickenham,54
Harrow and Wealdstone,Kenton,328
Ickenham,Ruislip,42
Hyde Park Corner,Knightsbridge,12
Borough,London Bridge,204
Finchley Road,Swiss Cottage,43
Monument,London Bridge,386
Green Park,Oxford Circus,76
Buckhurst Hill,Woodford,93
Cannon Street,Mansion House,14
Wimbledon,Wimbledon Park,515
Harrow-on-the-Hill,North Harrow,175
Blackfriars,Temple,60
Borough,Elephant and Castle,86
Royal Oak,Westbourne Park,30
Hounslow Central,Hounslow West,236
West Finchley,Woodside Park,66
Euston Square,Great Portland Street,22
Harlesden,Willesden Junction,232
Bayswater,Notting Hill Gate,40
Croxley,Watford,41
Buckhurst Hill,Loughton,61
Finsbury Park,Seven Sisters,664
Camden Town,Chalk Farm,54
Harlesden,Stonebridge Park,155
Earls Court,Gloucester Road,142
Pimlico,Victoria,190
Green Park,Hyde Park Corner,31
Belsize Park,Hampstead,38
Monument,St. Pauls,23
Baker Street,St. Johns Wood,46
Stratford,West Ham,1005
Archway,Highgate,113
Archway,Tufnell Park,111
Waterloo,Westminster,188
Kennington,Waterloo,263
Ladbroke Grove,Westbourne Park,59
Northwood Hills,Pinner,49
Ravenscourt Park,Stamford Brook,47
Colliers Wood,Tooting Broadway,452
Sloane Square,South Kensington,38
Parsons Green,Putney Bridge,89
Ealing Broadway,Ealing Common,207
Charing Cross,Embankment,60
Canons Park,Queensbury,399
Mile End,Stepney Green,96
Brent Cross,Golders Green,124
Earls Court,Kensington (Olympia),53
Liverpool Street,Moorgate,454
Leytonstone,Wanstead,202
Paddington,Royal Oak,206
Bow Road,Mile End,121
Plaistow,Upton Park,342
Kentish Town,Tufnell Park,55
Bow Road,Bromley-by-Bow,58
East Acton,White City,96
Kensal Green,Queens Park,101
Heathrow Terminal 4,Heathrow Terminals 1 2 3,198
Gants Hill,Newbury Park,467
Ealing Common,North Ealing,33
Finchley Central,Mill Hill East,103
Dagenham East,Elm Park,186
Ruislip Gardens,West Ruislip,81
Snaresbrook,South Woodford,81
Finsbury Park,Highbury and Islington,209
Canons Park,Stanmore,165
Oxford Circus,Regents Park,13
Bethnal Green,Mile End,131
Canary Wharf,North Greenwich,545
Stockwell,Vauxhall,373
Brixton,Stockwell,633
Redbridge,Wanstead,106
Neasden,Wembley Park,237
Moorgate,Old Street,149
Hanger Lane,Perivale,130
Totteridge and Whetstone,Woodside Park,124
Kings Cross St. Pancras,Russell Square,113
Greenford,Perivale,223
Clapham Common,Clapham South,201
Ealing Broadway,West Acton,198
Aldgate East,Liverpool Street,339
Seven Sisters,Tottenham Hale,703
Epping,Theydon Bois,175
Blackhorse Road,Tottenham Hale,873
Bond Street,Oxford Circus,66
Chalfont and Latimer,Chesham,49
Holborn,Tottenham Court Road,110
Moor Park,Rickmansworth,23
Hatton Cross,Heathrow Terminal 4,169
Kennington,Nine Elms,64
East Putney,Southfields,133
Burnt Oak,Colindale,566
Baker Street,Great Portland Street,21
Hounslow East,Osterley,191
Barking,Upney,763
Camden Town,Kentish Town,55
Clapham North,Stockwell,257
Kingsbury,Wembley Park,316
Highbury and Islington,Kings Cross St. Pancras,184
Becontree,Dagenham Heathway,398
Alperton,Park Royal,90
Euston,Kings Cross St. Pancras,204
Hatton Cross,Hounslow West,227
Balham,Tooting Bec,194
East Ham,Upton Park,857
Baker Street,Regents Park,22
Oxford Circus,Warren Street,47
Gunnersbury,Kew Gardens,48
Hatton Cross,Heathrow Terminals 1 2 3,301
Bayswater,Paddington,189
Bermondsey,London Bridge,305
Baker Street,Finchley Road,87
North Ealing,Park Royal,21
Clapham Common,Clapham North,189
Battersea Power Station,Nine Elms,49
Finchley Road,West Hampstead,105
Aldgate,Tower Hill,91
Boston Manor,Osterley,85
Rayners Lane,South Harrow,109
Chigwell,Roding Valley,44
Earls Court,West Kensington,223
North Wembley,Wembley Central,250
Becontree,Upney,198
Charing Cross,Piccadilly Circus,63
Canning Town,North Greenwich,579
Ladbroke Grove,Latimer Road,46
Chalfont and Latimer,Chorleywood,47
Euston,Mornington Crescent,108
Fulham Broadway,Parsons Green,54
Eastcote,Rayners Lane,73
Elephant and Castle,Kennington,147
Debden,Theydon Bois,95
Plaistow,West Ham,277
Goodge Street,Warren Street,27
Northolt,South Ruislip,293
Caledonian Road,Holloway Road,59
Embankment,Temple,27
Oxford Circus,Tottenham Court Road,110
East Finchley,Highgate,105
Northwood,Northwood Hills,57
Lambeth North,Waterloo,154
Angel,Old Street,44
Northfields,South Ealing,85
Dollis Hill,Willesden Green,173
Hanger Lane,North Acton,167
Arsenal,Holloway Road,52
St. Johns Wood,Swiss Cottage,15
Golders Green,Hampstead,89
Holland Park,Notting Hill Gate,34
Elephant and Castle,Lambeth North,89
Alperton,Sudbury Town,154
Leyton,Stratford,737
Green Park,Victoria,266
East Acton,North Acton,122
Angel,Kings Cross St. Pancras,162
Kennington,Oval,121
Kilburn,Willesden Green,171
Elm Park,Hornchurch,138
Gunnersbury,Turnham Green,85
Kilburn,West Hampstead,165
Kensal Green,Willesden Junction,176
Gants Hill,Redbridge,309
Chigwell,Grange Hill,34
Knightsbridge,South Kensington,31
Dollis Hill,Neasden,128
St. Jamess Park,Westminster,23
Leicester Square,Tottenham Court Road,107
Goodge Street,Tottenham Court Road,51
Gloucester Road,South Kensington,66
Kilburn Park,Maida Vale,39
Cockfosters,Oakwood,112
Kingsbury,Queensbury,341
Monument,Liverpool Street,457
Source Station,Target Station,Weight
Oxford Circus,Piccadilly Circus,53
Ealing Broadway,Ealing Common,246
Epping,Theydon Bois,160
Baker Street,Bond Street,61
Leyton,Leytonstone,434
Leytonstone,Wanstead,172
Angel,Old Street,46
Euston,Mornington Crescent,88
Clapham North,Stockwell,230
Bond Street,Marble Arch,40
Brent Cross,Hendon Central,166
Finsbury Park,Seven Sisters,756
Borough,London Bridge,239
Chorleywood,Rickmansworth,18
Goodge Street,Tottenham Court Road,57
Buckhurst Hill,Woodford,80
Kings Cross St. Pancras,Russell Square,88
Northwick Park,Preston Road,86
Tooting Bec,Tooting Broadway,305
Gants Hill,Newbury Park,416
Holland Park,Shepherds Bush,108
Aldgate East,Whitechapel,101
West Finchley,Woodside Park,65
Ladbroke Grove,Westbourne Park,40
Debden,Theydon Bois,63
Barkingside,Newbury Park,263
North Ealing,Park Royal,18
Oakwood,Southgate,252
Bermondsey,London Bridge,331
East Acton,North Acton,97
Northolt,South Ruislip,289
Finchley Road,Wembley Park,202
Southwark,Waterloo,122
South Harrow,Sudbury Hill,111
Bounds Green,Wood Green,559
Monument,London Bridge,415
Barons Court,Earls Court,167
Northwood,Northwood Hills,36
Shepherds Bush,White City,134
Ickenham,Ruislip,37
Leytonstone,Snaresbrook,168
Canada Water,Canary Wharf,344
Clapham Common,Clapham South,227
Ravenscourt Park,Stamford Brook,32
Kilburn Park,Maida Vale,54
Stonebridge Park,Wembley Central,273
Stockwell,Vauxhall,427
Baker Street,Regents Park,16
Greenford,Northolt,381
Kingsbury,Wembley Park,336
Charing Cross,Embankment,65
Lancaster Gate,Queensway,33
Green Park,Oxford Circus,94
St. Jamess Park,Westminster,34
Boston Manor,Osterley,60
Upminster,Upminster Bridge,199
Stepney Green,Whitechapel,95
Turnpike Lane,Wood Green,567
Bayswater,Paddington,191
Earls Court,Kensington (Olympia),66
Buckhurst Hill,Loughton,58
Gloucester Road,High Street Kensington,51
Chalfont and Latimer,Chesham,45
Caledonian Road,Kings Cross St. Pancras,148
Oxford Circus,Tottenham Court Road,141
Eastcote,Ruislip Manor,53
Kentish Town,Tufnell Park,46
Paddington,Royal Oak,217
Arsenal,Holloway Road,45
Blackfriars,Mansion House,63
Wimbledon,Wimbledon Park,502
Preston Road,Wembley Park,188
Paddington,Warwick Avenue,240
Embankment,Westminster,51
Baker Street,Marylebone,55
Brixton,Stockwell,696
Camden Town,Kentish Town,81
Kilburn Park,Queens Park,66
Acton Town,Ealing Common,102
Bow Road,Bromley-by-Bow,57
Monument,Waterloo,268
Waterloo,Westminster,184
Hatton Cross,Heathrow Terminal 4,178
Covent Garden,Holborn,27
Notting Hill Gate,Queensway,42
Oval,Stockwell,215
Barbican,Farringdon,51
Dollis Hill,Willesden Green,173
Oxford Circus,Warren Street,50
Stamford Brook,Turnham Green,63
Ealing Common,North Ealing,29
Finchley Road,Swiss Cottage,52
Harlesden,Willesden Junction,193
Rayners Lane,South Harrow,134
Morden,South Wimbledon,611
Hatton Cross,Hounslow West,223
Canning Town,North Greenwich,597
Euston Square,Great Portland Street,27
Kilburn,West Hampstead,120
Manor House,Turnpike Lane,321
Mile End,Stepney Green,105
Edgware Road (Bakerloo),Paddington,180
Arsenal,Finsbury Park,182
Earls Court,West Brompton,151
Ruislip Gardens,West Ruislip,78
Pimlico,Vauxhall,161
Mile End,Stratford,1021
Monument,Cannon Street,45
Harrow-on-the-Hill,West Harrow,165
Balham,Tooting Bec,201
Leicester Square,Piccadilly Circus,93
High Street Kensington,Notting Hill Gate,36
Hillingdon,Uxbridge,174
Barkingside,Fairlop,99
Hanger Lane,North Acton,149
Latimer Road,Wood Lane,66
Embankment,Temple,28
Southfields,Wimbledon Park,147
Harrow and Wealdstone,Kenton,369
Pimlico,Victoria,205
Becontree,Upney,173
Bond Street,Green Park,49
Finchley Central,Mill Hill East,105
Neasden,Wembley Park,250
Aldgate East,Liverpool Street,360
Lancaster Gate,Marble Arch,33
Gunnersbury,Kew Gardens,61
Maida Vale,Warwick Avenue,25
Kennington,Waterloo,280
Monument,St. Pauls,25
Green Park,Piccadilly Circus,67
Belsize Park,Chalk Farm,29
Fulham Broadway,Parsons Green,72
Hounslow East,Osterley,184
Euston Square,Kings Cross St. Pancras,113
Greenford,Perivale,226
Euston,Warren Street,97
Hounslow Central,Hounslow East,225
Hatton Cross,Heathrow Terminals 1 2 3,306
North Wembley,South Kenton,132
Angel,Kings Cross St. Pancras,129
Dagenham East,Elm Park,171
Golders Green,Hampstead,87
High Barnet,Totteridge and Whetstone,126
Canary Wharf,North Greenwich,538
Barking,East Ham,1165
Holborn,Russell Square,35
Liverpool Street,Moorgate,485
Canning Town,West Ham,611
Monument,Moorgate,253
Seven Sisters,Tottenham Hale,743
Camden Town,Mornington Crescent,49
Chigwell,Roding Valley,31
Charing Cross,Leicester Square,103
Kennington,Nine Elms,53
Redbridge,Wanstead,97
Chiswick Park,Turnham Green,80
Moor Park,Northwood,31
Holland Park,Notting Hill Gate,21
Harrow-on-the-Hill,North Harrow,145
Green Park,Hyde Park Corner,42
Arnos Grove,Bounds Green,263
Edgware Road (Bakerloo),Marylebone,27
Stratford,West Ham,1017
Ladbroke Grove,Latimer Road,42
Northfields,South Ealing,73
London Bridge,Southwark,212
Hounslow Central,Hounslow West,214
Euston,Kings Cross St. Pancras,221
Baker Street,St. Johns Wood,46
Cockfosters,Oakwood,94
Caledonian Road,Holloway Road,49
Knightsbridge,South Kensington,39
Kennington,Oval,91
East Finchley,Highgate,99
Archway,Highgate,143
Earls Court,West Kensington,235
Lambeth North,Waterloo,151
St. Johns Wood,Swiss Cottage,36
Oxford Circus,Regents Park,16
Colliers Wood,South Wimbledon,320
Leyton,Stratford,700
Monument,Liverpool Street,503
Bermondsey,Canada Water,183
Sudbury Hill,Sudbury Town,94
Burnt Oak,Edgware,356
Charing Cross,Piccadilly Circus,82
Bethnal Green,Mile End,144
Finsbury Park,Highbury and Islington,218
Parsons Green,Putney Bridge,85
Aldgate,Tower Hill,75
Blackfriars,Temple,56
Bayswater,Notting Hill Gate,48
Hillingdon,Ickenham,43
Chigwell,Grange Hill,55
Gants Hill,Redbridge,311
Heathrow Terminal 5,Heathrow Terminals 1 2 3,211
Fairlop,Hainault,194
Fulham Broadway,West Brompton,58
Kingsbury,Queensbury,336
Chancery Lane,Holborn,23
North Acton,West Acton,94
Green Park,Westminster,47
Archway,Tufnell Park,110
Battersea Power Station,Nine Elms,44
Canons Park,Stanmore,193
East Putney,Southfields,129
Farringdon,Kings Cross St. Pancras,219
Dagenham East,Dagenham Heathway,329
Boston Manor,Northfields,84
Kilburn,Willesden Green,215
East Acton,White City,89
