Source Station,Target Station,Weight
Hounslow Central,Hounslow West,139
St. Jamess Park,Westminster,504
Kenton,South Kenton,153
Shepherds Bush Market,Wood Lane,724
Alperton,Park Royal,156
Green Park,Westminster,1236
Croxley,Watford,110
Monument,Tower Hill,1147
Brent Cross,Hendon Central,292
Borough,London Bridge,1357
Goodge Street,Warren Street,211
Turnpike Lane,Wood Green,692
Monument,Waterloo,2000
Epping,Theydon Bois,318
Chigwell,Grange Hill,11
Blackfriars,Mansion House,473
Clapham North,Stockwell,410
Canning Town,West Ham,600
Fulham Broadway,West Brompton,461
Canning Town,North Greenwich,1656
Buckhurst Hill,Loughton,218
Acton Town,Chiswick Park,208
Bounds Green,Wood Green,587
Roding Valley,Woodford,130
Gunnersbury,Kew Gardens,717
Paddington,Warwick Avenue,1322
Euston Square,Great Portland Street,188
Monument,St. Pauls,554
West Finchley,Woodside Park,194
Hatton Cross,Heathrow Terminals 1 2 3,635
Ruislip Gardens,West Ruislip,162
Hanger Lane,Perivale,197
St. Johns Wood,Swiss Cottage,221
Edgware Road (Bakerloo),Paddington,1119
Bermondsey,London Bridge,1811
Hatton Cross,Heathrow Terminal 4,250
Finsbury Park,Highbury and Islington,1045
Monument,Cannon Street,334
Acton Town,Turnham Green,442
Kew Gardens,Richmond,1690
Kilburn,West Hampstead,402
Gants Hill,Redbridge,215
Redbridge,Wanstead,156
Greenford,Northolt,278
Royal Oak,Westbourne Park,177
Colliers Wood,South Wimbledon,715
Alperton,Sudbury Town,143
Dagenham East,Elm Park,161
Notting Hill Gate,Queensway,677
Debden,Theydon Bois,141
Chancery Lane,St. Pauls,260
East Acton,White City,399
Dagenham East,Dagenham Heathway,204
Kentish Town,Tufnell Park,328
Burnt Oak,Colindale,536
Brent Cross,Golders Green,410
North Harrow,Pinner,115
Seven Sisters,Tottenham Hale,897
Stratford,West Ham,2794
Camden Town,Euston,1859
Hatton Cross,Hounslow West,211
Oxford Circus,Piccadilly Circus,2463
Fulham Broadway,Parsons Green,520
Leicester Square,Piccadilly Circus,2310
Baker Street,Marylebone,562
Arsenal,Finsbury Park,808
Kingsbury,Queensbury,167
Kensal Green,Willesden Junction,306
Cockfosters,Oakwood,217
Kennington,Nine Elms,299
Golders Green,Hampstead,445
Boston Manor,Northfields,167
Bethnal Green,Liverpool Street,989
Gloucester Road,South Kensington,1315
Lancaster Gate,Marble Arch,515
Harlesden,Stonebridge Park,155
Holborn,Russell Square,507
Oval,Stockwell,328
Wimbledon,Wimbledon Park,2038
Pimlico,Vauxhall,693
Paddington,Royal Oak,1235
Boston Manor,Osterley,136
Latimer Road,Wood Lane,426
Bayswater,Paddington,1026
Oxford Circus,Tottenham Court Road,3233
Stockwell,Vauxhall,1379
Earls Court,Gloucester Road,1232
Monument,London Bridge,2703
Barking,Upney,568
Northwood,Northwood Hills,94
Sudbury Hill,Sudbury Town,81
Barking,East Ham,811
Kilburn,Willesden Green,421
Debden,Loughton,275
Camden Town,Kentish Town,994
Heathrow Terminal 5,Heathrow Terminals 1 2 3,429
Greenford,Perivale,202
Kensal Green,Queens Park,298
Acton Town,Ealing Common,206
Finchley Central,West Finchley,330
Dollis Hill,Neasden,137
Aldgate East,Whitechapel,603
Bond Street,Oxford Circus,2304
East Putney,Putney Bridge,707
Borough,Elephant and Castle,363
Parsons Green,Putney Bridge,684
Plaistow,West Ham,238
Colindale,Hendon Central,494
Hyde Park Corner,Knightsbridge,667
Ickenham,Ruislip,115
Elephant and Castle,Lambeth North,344
Balham,Tooting Bec,797
Knightsbridge,South Kensington,1740
Euston,Kings Cross St. Pancras,1870
Bethnal Green,Mile End,481
Lancaster Gate,Queensway,405
Finchley Central,Mill Hill East,268
Leytonstone,Wanstead,257
Moor Park,Rickmansworth,118
Bermondsey,Canada Water,674
Plaistow,Upton Park,333
Northwood Hills,Pinner,158
Blackfriars,Temple,393
Harlesden,Willesden Junction,299
Finchley Road,West Hampstead,436
Heathrow Terminal 4,Heathrow Terminals 1 2 3,458
Harrow-on-the-Hill,West Harrow,236
Neasden,Wembley Park,499
Northfields,South Ealing,159
Archway,Highgate,482
Upminster,Upminster Bridge,349
Gants Hill,Newbury Park,258
Angel,Kings Cross St. Pancras,1500
Grange Hill,Hainault,90
Maida Vale,Warwick Avenue,181
Baker Street,Bond Street,1458
Source Station,Target Station,Weight
Aldgate,Tower Hill,525
Alperton,Sudbury Town,163
Canning Town,North Greenwich,1568
Green Park,Piccadilly Circus,1565
Latimer Road,Wood Lane,467
Charing Cross,Piccadilly Circus,1234
Oxford Circus,Warren Street,1196
St. Jamess Park,Victoria,969
Grange Hill,Hainault,57
Embankment,Westminster,1133
Bounds Green,Wood Green,535
Oakwood,Southgate,373
Boston Manor,Osterley,118
Becontree,Upney,132
Heathrow Terminal 4,Heathrow Terminals 1 2 3,384
North Ealing,Park Royal,84
Aldgate East,Tower Hill,804
Oval,Stockwell,356
Becontree,Dagenham Heathway,228
Acton Town,Ealing Common,216
Covent Garden,Holborn,832
Oxford Circus,Regents Park,719
Alperton,Park Royal,159
Colindale,Hendon Central,530
Camden Town,Euston,1811
Harrow-on-the-Hill,North Harrow,228
Waterloo,Westminster,1913
Kilburn,West Hampstead,439
Green Park,Victoria,2096
St. Johns Wood,Swiss Cottage,193
Clapham Common,Clapham North,467
Fairlop,Hainault,153
East Ham,Upton Park,612
Gloucester Road,South Kensington,1345
Sudbury Hill,Sudbury Town,75
Seven Sisters,Tottenham Hale,867
Dagenham East,Dagenham Heathway,191
Angel,Old Street,470
Lambeth North,Waterloo,1031
Tooting Bec,Tooting Broadway,1041
Neasden,Wembley Park,447
Dagenham East,Elm Park,118
Rayners Lane,West Harrow,83
Sloane Square,Victoria,1389
Chorleywood,Rickmansworth,115
Maida Vale,Warwick Avenue,168
North Wembley,South Kenton,99
Charing Cross,Embankment,826
Buckhurst Hill,Woodford,236
Debden,Theydon Bois,155
Hanger Lane,North Acton,258
Canning Town,West Ham,614
St. Jamess Park,Westminster,469
Monument,Liverpool Street,2368
North Harrow,Pinner,145
Monument,Waterloo,2018
Archway,Tufnell Park,358
London Bridge,Southwark,1335
Holborn,Russell Square,428
Baker Street,Marylebone,580
Ruislip Gardens,South Ruislip,212
Morden,South Wimbledon,976
Farringdon,Kings Cross St. Pancras,1372
Arsenal,Holloway Road,202
Balham,Clapham South,721
Elephant and Castle,Kennington,536
Monument,London Bridge,2587
Lancaster Gate,Queensway,397
Stepney Green,Whitechapel,372
Pimlico,Victoria,1023
Kennington,Oval,241
Earls Court,Gloucester Road,1154
Bayswater,Notting Hill Gate,413
Angel,Kings Cross St. Pancras,1600
South Woodford,Woodford,292
East Finchley,Highgate,387
Covent Garden,Leicester Square,1255
Hillingdon,Ickenham,129
Colliers Wood,South Wimbledon,703
Bow Road,Mile End,351
Mile End,Stratford,2712
Burnt Oak,Edgware,482
Baker Street,Bond Street,1451
Stonebridge Park,Wembley Central,275
Canary Wharf,North Greenwich,2860
Shepherds Bush,White City,1148
Kenton,South Kenton,150
Acton Town,Turnham Green,440
Embankment,Temple,493
Gants Hill,Redbridge,250
West Finchley,Woodside Park,196
Kingsbury,Wembley Park,414
Bow Road,Bromley-by-Bow,155
South Harrow,Sudbury Hill,76
Chiswick Park,Turnham Green,247
Amersham,Chalfont and Latimer,206
Burnt Oak,Colindale,504
North Acton,West Acton,178
Dollis Hill,Neasden,161
Finsbury Park,Manor House,941
Caledonian Road,Holloway Road,230
Leicester Square,Tottenham Court Road,2980
Ealing Broadway,Ealing Common,549
Brent Cross,Golders Green,410
Kingsbury,Queensbury,173
Ruislip Gardens,West Ruislip,154
Hounslow Central,Hounslow West,156
Green Park,Westminster,1227
Finchley Central,Mill Hill East,279
Borough,Elephant and Castle,371
Mile End,Stepney Green,347
Blackhorse Road,Tottenham Hale,1296
Camden Town,Chalk Farm,1016
Hatton Cross,Hounslow West,241
Croxley,Moor Park,85
Oxford Circus,Tottenham Court Road,3288
Ruislip,Ruislip Manor,138
Kensal Green,Queens Park,317
Gunnersbury,Kew Gardens,636
Kings Cross St. Pancras,Russell Square,990
Ickenham,Ruislip,106
Aldgate,Liverpool Street,950
Moor Park,Rickmansworth,117
Earls Court,West Brompton,716
Sloane Square,South Kensington,1266
East Acton,White City,395
Heathrow Terminal 5,Heathrow Terminals 1 2 3,443
Balham,Tooting Bec,792
Debden,Loughton,276
North Wembley,Wembley Central,299
Northolt,South Ruislip,241
Blackhorse Road,Walthamstow Central,1381
Moorgate,Old Street,672
Barbican,Moorgate,370
Brent Cross,Hendon Central,332
High Street Kensington,Notting Hill Gate,747
Bromley-by-Bow,West Ham,214
Hillingdon,Uxbridge,492
East Acton,North Acton,245
Finsbury Park,Highbury and Islington,1005
Brixton,Stockwell,1549
Kensal Green,Willesden Junction,295
Kilburn Park,Maida Vale,230
Kew Gardens,Richmond,1776
Bond Street,Green Park,1658
Liverpool Street,Moorgate,1687
Paddington,Royal Oak,1206
Earls Court,Kensington (Olympia),401
Harlesden,Stonebridge Park,202
Gloucester Road,High Street Kensington,659
Monument,St. Pauls,538
Blackfriars,Temple,396
Bond Street,Oxford Circus,2356
Roding Valley,Woodford,126
Chalfont and Latimer,Chesham,142
Baker Street,Regents Park,361
Northfields,South Ealing,155
Gunnersbury,Turnham Green,398
Ealing Broadway,West Acton,444
Belsize Park,Chalk Farm,420
Kentish Town,Tufnell Park,343
Canada Water,Canary Wharf,1807
Finchley Central,West Finchley,312
Turnpike Lane,Wood Green,670
Boston Manor,Northfields,141
Chigwell,Roding Valley,11
Cockfosters,Oakwood,207
Camden Town,Kentish Town,973
Clapham North,Stockwell,458
East Putney,Putney Bridge,749
Green Park,Oxford Circus,2554
Finchley Road,Swiss Cottage,306
Hatton Cross,Heathrow Terminal 4,243
Euston,Mornington Crescent,631
Wimbledon,Wimbledon Park,2145
Northwood,Northwood Hills,107
Upminster,Upminster Bridge,315
Stratford,West Ham,2730
Earls Court,West Kensington,793
Rayners Lane,South Harrow,128
Caledonian Road,Kings Cross St. Pancras,1101
Archway,Highgate,486
Hanger Lane,Perivale,151
Totteridge and Whetstone,Woodside Park,324
Kennington,Nine Elms,328
Ladbroke Grove,Latimer Road,567
Barons Court,Earls Court,831
Leytonstone,Snaresbrook,243
East Putney,Southfields,587
Hornchurch,Upminster Bridge,93
Kilburn Park,Queens Park,315
Earls Court,High Street Kensington,1217
Golders Green,Hampstead,451
Eastcote,Ruislip Manor,86
Harrow-on-the-Hill,Northwick Park,290
Edgware Road (Bakerloo),Paddington,1103
Barking,East Ham,782
Lancaster Gate,Marble Arch,513
Blackfriars,Mansion House,428
Finchley Road,West Hampstead,408
Fulham Broadway,Parsons Green,501
Goodge Street,Tottenham Court Road,971
Greenford,Perivale,201
High Barnet,Totteridge and Whetstone,329
Cannon Street,Mansion House,176
Euston,Kings Cross St. Pancras,1787
Hounslow Central,Hounslow East,200
Aldgate East,Liverpool Street,1655
Epping,Theydon Bois,320
Hyde Park Corner,Knightsbridge,633
Finchley Road,Wembley Park,630
Acton Town,South Ealing,241
Southwark,Waterloo,982
Embankment,Waterloo,1909
Elephant and Castle,Lambeth North,324
Croxley,Watford,134
Borough,London Bridge,1394
Barons Court,West Kensington,294
Leyton,Stratford,1610
Colliers Wood,Tooting Broadway,1092
Goodge Street,Warren Street,207
Canons Park,Stanmore,327
Kennington,Waterloo,1626
Chalfont and Latimer,Chorleywood,177
Bayswater,Paddington,892
Holland Park,Notting Hill Gate,496
Plaistow,Upton Park,324
Moor Park,Northwood,96
Ealing Common,North Ealing,55
Northwood Hills,Pinner,128
Dollis Hill,Willesden Green,282
Snaresbrook,South Woodford,168
Stamford Brook,Turnham Green,310
Parsons Green,Putney Bridge,674
Leytonstone,Wanstead,236
Monument,Cannon Street,314
Barking,Upney,573
Harlesden,Willesden Junction,339
Southfields,Wimbledon Park,524
Notting Hill Gate,Queensway,680
Manor House,Turnpike Lane,436
Chancery Lane,Holborn,411
Paddington,Warwick Avenue,1243
Camden Town,Mornington Crescent,941
Oxford Circus,Piccadilly Circus,2373
Preston Road,Wembley Park,376
Shepherds Bush Market,Wood Lane,731
Chigwell,Grange Hill,7
Barkingside,Newbury Park,158
Plaistow,West Ham,202
Hatton Cross,Heathrow Terminals 1 2 3,577
Knightsbridge,South Kensington,1725
Arnos Grove,Southgate,381
Elm Park,Hornchurch,133
Monument,Tower Hill,1150
Chancery Lane,St. Pauls,248
Belsize Park,Hampstead,391
East Finchley,Finchley Central,584
Leyton,Leytonstone,554
Euston Square,Kings Cross St. Pancras,1075
Greenford,Northolt,288
Baker Street,Finchley Road,745
Buckhurst Hill,Loughton,234
Finsbury Park,Seven Sisters,1161
Highbury and Islington,Kings Cross St. Pancras,1325
Fulham Broadway,West Brompton,409
Stockwell,Vauxhall,1313
Eastcote,Rayners Lane,149
Baker Street,Great Portland Street,423
Kilburn,Willesden Green,440
Aldgate East,Whitechapel,627
Euston Square,Great Portland Street,160
Bethnal Green,Liverpool Street,1002
Canons Park,Queensbury,201
Pimlico,Vauxhall,656
Baker Street,St. Johns Wood,565
Monument,Moorgate,969
Barbican,Farringdon,314
Holborn,Tottenham Court Road,2005
Redbridge,Wanstead,140
Holland Park,Shepherds Bush,745
Harrow and Wealdstone,Kenton,302
Royal Oak,Westbourne Park,174
Acton Town,Chiswick Park,195
Bethnal Green,Mile End,512
Harrow-on-the-Hill,West Harrow,209
Barkingside,Fairlop,55
Goldhawk Road,Shepherds Bush Market,323
Ladbroke Grove,Westbourne Park,516
Bermondsey,Canada Water,674
Arsenal,Finsbury Park,807
Green Park,Hyde Park Corner,543
Ravenscourt Park,Stamford Brook,173
Leicester Square,Piccadilly Circus,2324
Clapham Common,Clapham South,573
Battersea Power Station,Nine Elms,1175
Bermondsey,London Bridge,1738
Gants Hill,Newbury Park,307
Euston,Warren Street,507
Charing Cross,Leicester Square,1808
Bond Street,Marble Arch,920
Arnos Grove,Bounds Green,354
Edgware Road (Bakerloo),Marylebone,208
Northwick Park,Preston Road,78
Hounslow East,Osterley,166
