Euston Square,Great Portland Street,118
Bermondsey,Canada Water,478
London Bridge,Southwark,765
Kingsbury,Wembley Park,395
Hyde Park Corner,Knightsbridge,59
Gloucester Road,South Kensington,335
Tooting Bec,Tooting Broadway,813
Alperton,Park Royal,129
Chiswick Park,Turnham Green,171
Turnpike Lane,Wood Green,660
Monument,Waterloo,1020
Brent Cross,Golders Green,356
Harlesden,Willesden Junction,284
Embankment,Westminster,163
Canning Town,North Greenwich,920
Finchley Road,West Hampstead,331
Southfields,Wimbledon Park,555
Dollis Hill,Willesden Green,351
Debden,Theydon Bois,137
Hatton Cross,Hounslow West,364
Bounds Green,Wood Green,609
Gunnersbury,Kew Gardens,288
Holborn,Russell Square,234
Fulham Broadway,West Brompton,265
Gants Hill,Newbury Park,422
Sloane Square,South Kensington,202
Debden,Loughton,200
Borough,London Bridge,715
Bromley-by-Bow,West Ham,231
Lancaster Gate,Marble Arch,187
Golders Green,Hampstead,341
Eastcote,Rayners Lane,181
Oxford Circus,Tottenham Court Road,336
Fulham Broadway,Parsons Green,355
Arsenal,Finsbury Park,607
Camden Town,Chalk Farm,223
Aldgate,Liverpool Street,749
Belsize Park,Chalk Farm,219
Goodge Street,Tottenham Court Road,125
High Street Kensington,Notting Hill Gate,237
Northwick Park,Preston Road,108
Northwood,Northwood Hills,99
Bermondsey,London Bridge,946
Stepney Green,Whitechapel,262
Elm Park,Hornchurch,169
Canning Town,West Ham,669
Embankment,Temple,76
Kings Cross St. Pancras,Russell Square,909
Sloane Square,Victoria,636
Plaistow,West Ham,235
Dagenham East,Elm Park,202
Ealing Broadway,West Acton,329
Lancaster Gate,Queensway,279
East Putney,Putney Bridge,458
Latimer Road,Wood Lane,177
Canada Water,Canary Wharf,1149
Blackhorse Road,Walthamstow Central,1477
Ruislip Gardens,West Ruislip,185
Finsbury Park,Manor House,866
Clapham North,Stockwell,410
Hanger Lane,Perivale,171
Ladbroke Grove,Westbourne Park,269
Kenton,South Kenton,185
Moor Park,Rickmansworth,71
North Wembley,Wembley Central,235
Aldgate East,Whitechapel,372
Croxley,Watford,110
Barkingside,Newbury Park,246
Caledonian Road,Kings Cross St. Pancras,1004
Charing Cross,Embankment,146
Barking,Upney,708
Source Station,Target Station,Weight
Euston Square,Kings Cross St. Pancras,856
Acton Town,South Ealing,216
Blackfriars,Temple,201
Kensal Green,Willesden Junction,291
Kilburn,Willesden Green,471
Roding Valley,Woodford,156
Bethnal Green,Liverpool Street,767
Hatton Cross,Hounslow West,355
Leytonstone,Wanstead,259
Northwood Hills,Pinner,124
Lancaster Gate,Marble Arch,212
Snaresbrook,South Woodford,154
Paddington,Warwick Avenue,1154
Fulham Broadway,Parsons Green,325
Clapham North,Stockwell,378
Leyton,Leytonstone,420
Shepherds Bush,White City,405
Stockwell,Vauxhall,931
Oxford Circus,Piccadilly Circus,212
Green Park,Westminster,152
Hanger Lane,Perivale,174
Greenford,Perivale,178
Liverpool Street,Moorgate,1128
Highbury and Islington,Kings Cross St. Pancras,1069
Oxford Circus,Tottenham Court Road,310
Kennington,Waterloo,927
Bow Road,Mile End,334
Blackfriars,Mansion House,255
Barkingside,Fairlop,80
Hillingdon,Uxbridge,517
Elm Park,Hornchurch,215
Ladbroke Grove,Latimer Road,197
Angel,Kings Cross St. Pancras,1018
Eastcote,Rayners Lane,171
Kilburn Park,Queens Park,306
Eastcote,Ruislip Manor,136
Earls Court,West Brompton,684
Seven Sisters,Tottenham Hale,977
Cannon Street,Mansion House,73
Grange Hill,Hainault,125
Ruislip,Ruislip Manor,143
West Finchley,Woodside Park,204
Fairlop,Hainault,153
Baker Street,Marylebone,348
Camden Town,Chalk Farm,249
Maida Vale,Warwick Avenue,150
Plaistow,Upton Park,365
Colindale,Hendon Central,608
Finsbury Park,Highbury and Islington,750
Neasden,Wembley Park,344
Preston Road,Wembley Park,343
Goodge Street,Tottenham Court Road,131
Blackhorse Road,Walthamstow Central,1506
Buckhurst Hill,Loughton,177
Latimer Road,Wood Lane,175
Bond Street,Marble Arch,131
Mile End,Stepney Green,322
Euston,Kings Cross St. Pancras,1591
Hillingdon,Ickenham,203
Chalfont and Latimer,Chesham,166
Earls Court,Kensington (Olympia),363
Croxley,Watford,84
Baker Street,Bond Street,240
Euston Square,Great Portland Street,101
Hatton Cross,Heathrow Terminals 1 2 3,883
Harlesden,Stonebridge Park,172
Kew Gardens,Richmond,684
Acton Town,Turnham Green,387
Brent Cross,Golders Green,360
Stamford Brook,Turnham Green,227
Kenton,South Kenton,177
Bounds Green,Wood Green,550
Canada Water,Canary Wharf,1110
St. Jamess Park,Victoria,518
Heathrow Terminal 5,Heathrow Terminals 1 2 3,618
Tooting Bec,Tooting Broadway,870
Dagenham East,Dagenham Heathway,294
Gunnersbury,Turnham Green,306
Monument,Moorgate,441
Oval,Stockwell,286
Canons Park,Queensbury,269
Embankment,Westminster,162
Becontree,Dagenham Heathway,278
Brent Cross,Hendon Central,314
Kings Cross St. Pancras,Russell Square,875
Kensal Green,Queens Park,276
Belsize Park,Chalk Farm,196
Hounslow Central,Hounslow East,314
Gloucester Road,South Kensington,347
Bromley-by-Bow,West Ham,218
Hyde Park Corner,Knightsbridge,54
Covent Garden,Leicester Square,122
Ealing Broadway,Ealing Common,424
Embankment,Temple,82
Southwark,Waterloo,593
Burnt Oak,Edgware,506
Aldgate,Liverpool Street,698
Northolt,South Ruislip,325
St. Johns Wood,Swiss Cottage,132
East Acton,White City,180
Shepherds Bush Market,Wood Lane,357
East Putney,Putney Bridge,401
Charing Cross,Leicester Square,209
Elephant and Castle,Lambeth North,252
North Ealing,Park Royal,59
Harrow and Wealdstone,Kenton,334
Alperton,Sudbury Town,138
Chancery Lane,Holborn,119
Canning Town,West Ham,674
Borough,London Bridge,742
Green Park,Victoria,905
Wimbledon,Wimbledon Park,1539
Chorleywood,Rickmansworth,82
Monument,Tower Hill,495
Leicester Square,Piccadilly Circus,175
Arnos Grove,Southgate,457
Becontree,Upney,209
Fulham Broadway,West Brompton,301
Epping,Theydon Bois,391
Sloane Square,Victoria,652
Hatton Cross,Heathrow Terminal 4,310
Covent Garden,Holborn,134
Finchley Central,Mill Hill East,226
Euston,Mornington Crescent,491
Arsenal,Finsbury Park,640
Chalfont and Latimer,Chorleywood,195
Bow Road,Bromley-by-Bow,148
Southfields,Wimbledon Park,498
Ealing Common,North Ealing,73
Chiswick Park,Turnham Green,172
Stratford,West Ham,1364
South Harrow,Sudbury Hill,127
Arsenal,Holloway Road,164
Ealing Broadway,West Acton,334
Debden,Loughton,185
Finsbury Park,Manor House,817
Sloane Square,South Kensington,239
Holborn,Russell Square,239
Cockfosters,Oakwood,314
Monument,London Bridge,1365
Colliers Wood,South Wimbledon,611
East Finchley,Highgate,406
Farringdon,Kings Cross St. Pancras,1127
Stonebridge Park,Wembley Central,286
Boston Manor,Osterley,134
Chigwell,Roding Valley,7
Earls Court,Gloucester Road,948
Kennington,Nine Elms,201
Barbican,Farringdon,211
Mile End,Stratford,1380
Bayswater,Paddington,945
Northwood,Northwood Hills,113
Gants Hill,Redbridge,297
Moorgate,Old Street,390
Brixton,Stockwell,1405
Greenford,Northolt,386
Green Park,Oxford Circus,278
Charing Cross,Piccadilly Circus,172
Stepney Green,Whitechapel,253
Finchley Road,West Hampstead,314
Harlesden,Willesden Junction,303
Earls Court,High Street Kensington,789
South Woodford,Woodford,300
Barking,East Ham,917
Caledonian Road,Holloway Road,199
Finchley Central,West Finchley,323
Barkingside,Newbury Park,237
East Ham,Upton Park,631
Baker Street,Great Portland Street,163
Ruislip Gardens,South Ruislip,175
Leyton,Stratford,858
Canons Park,Stanmore,405
Golders Green,Hampstead,363
Baker Street,Finchley Road,317
Moor Park,Northwood,115
Caledonian Road,Kings Cross St. Pancras,967
Colliers Wood,Tooting Broadway,949
Kentish Town,Tufnell Park,232
Paddington,Royal Oak,1109
Finchley Road,Swiss Cottage,214
Moor Park,Rickmansworth,89
High Street Kensington,Notting Hill Gate,229
Turnpike Lane,Wood Green,635
Northwick Park,Preston Road,113
Acton Town,Chiswick Park,166
Oxford Circus,Regents Park,76
Kilburn,West Hampstead,358
Barons Court,West Kensington,267
Pimlico,Victoria,708
Hounslow Central,Hounslow West,320
Holborn,Tottenham Court Road,321
Leicester Square,Tottenham Court Road,256
Heathrow Terminal 4,Heathrow Terminals 1 2 3,646
Clapham Common,Clapham North,326
Monument,Waterloo,925
Ravenscourt Park,Stamford Brook,157
Kingsbury,Wembley Park,313
Baker Street,Regents Park,108
Embankment,Waterloo,778
Green Park,Hyde Park Corner,72
Camden Town,Euston,1029
Ladbroke Grove,Westbourne Park,240
Amersham,Chalfont and Latimer,307
Barons Court,Earls Court,894
St. Jamess Park,Westminster,143
Camden Town,Kentish Town,313
Earls Court,West Kensington,779
Goodge Street,Warren Street,89
Boston Manor,Northfields,157
Morden,South Wimbledon,895
Archway,Highgate,459
Monument,Cannon Street,110
Rayners Lane,South Harrow,138
Green Park,Piccadilly Circus,181
Ruislip Gardens,West Ruislip,144
Rayners Lane,West Harrow,106
Croxley,Moor Park,73
Clapham Common,Clapham South,427
Totteridge and Whetstone,Woodside Park,313
Debden,Theydon Bois,134
Alperton,Park Royal,119
Holland Park,Shepherds Bush,283
Manor House,Turnpike Lane,453
Balham,Tooting Bec,643
High Barnet,Totteridge and Whetstone,386
Kingsbury,Queensbury,208
Chancery Lane,St. Pauls,56
Edgware Road (Bakerloo),Marylebone,193
Barbican,Moorgate,221
North Harrow,Pinner,138
Bethnal Green,Mile End,426
Bermondsey,Canada Water,485
Oxford Circus,Warren Street,192
Harrow-on-the-Hill,Northwick Park,242
Hornchurch,Upminster Bridge,128
Buckhurst Hill,Woodford,214
Baker Street,St. Johns Wood,241
Arnos Grove,Bounds Green,387
North Wembley,Wembley Central,282
Charing Cross,Embankment,151
Ickenham,Ruislip,115
Leytonstone,Snaresbrook,275
Aldgate East,Whitechapel,347
Battersea Power Station,Nine Elms,171
Barking,Upney,739
East Putney,Southfields,589
Burnt Oak,Colindale,701
Hanger Lane,North Acton,267
Lambeth North,Waterloo,556
Canning Town,North Greenwich,869
East Finchley,Finchley Central,526
Borough,Elephant and Castle,246
Chigwell,Grange Hill,11
Edgware Road (Bakerloo),Paddington,1047
Archway,Tufnell Park,425
Blackhorse Road,Tottenham Hale,1456
Holland Park,Notting Hill Gate,163
London Bridge,Southwark,684
Plaistow,West Ham,235
Sudbury Hill,Sudbury Town,128
Monument,St. Pauls,118
Angel,Old Street,250
Gants Hill,Newbury Park,414
Dagenham East,Elm Park,210
Aldgate East,Liverpool Street,1170
Upminster,Upminster Bridge,385
Lancaster Gate,Queensway,307
Elephant and Castle,Kennington,414
North Acton,West Acton,185
Kilburn Park,Maida Vale,214
Harrow-on-the-Hill,North Harrow,218
Waterloo,Westminster,740
Pimlico,Vauxhall,462
Bond Street,Green Park,182
Canary Wharf,North Greenwich,1264
Royal Oak,Westbourne Park,105
Bermondsey,London Bridge,993
Finsbury Park,Seven Sisters,1152
Oakwood,Southgate,431
Bayswater,Notting Hill Gate,252
Kennington,Oval,184
Gloucester Road,High Street Kensington,320
Redbridge,Wanstead,154
Acton Town,Ealing Common,176
Camden Town,Mornington Crescent,148
Hounslow East,Osterley,215
Dollis Hill,Willesden Green,301
Harrow-on-the-Hill,West Harrow,221
Aldgate,Tower Hill,289
North Wembley,South Kenton,140
Euston,Warren Street,446
Northfields,South Ealing,160
Gunnersbury,Kew Gardens,346
Belsize Park,Hampstead,234
Parsons Green,Putney Bridge,316
Notting Hill Gate,Queensway,326
Aldgate East,Tower Hill,476
Finchley Road,Wembley Park,414
Goldhawk Road,Shepherds Bush Market,292
Bond Street,Oxford Circus,173
Monument,Liverpool Street,1460
East Acton,North Acton,304
Knightsbridge,South Kensington,209
Dollis Hill,Neasden,151
Balham,Clapham South,595
Source Station,Target Station,Weight
Embankment,Temple,93
Kew Gardens,Richmond,726
Archway,Tufnell Park,372
Fairlop,Hainault,162
Cockfosters,Oakwood,285
Green Park,Piccadilly Circus,148
Ladbroke Grove,Westbourne Park,259
Camden Town,Mornington Crescent,169
Liverpool Street,Moorgate,1123
Green Park,Victoria,961
Hatton Cross,Heathrow Terminal 4,298
Holland Park,Notting Hill Gate,206
Bethnal Green,Mile End,461
Heathrow Terminal 5,Heathrow Terminals 1 2 3,609
Edgware Road (Bakerloo),Paddington,1081
Chancery Lane,St. Pauls,68
Camden Town,Kentish Town,279
Greenford,Northolt,311
Lancaster Gate,Queensway,296
Notting Hill Gate,Queensway,354
Camden Town,Euston,1004
Aldgate East,Tower Hill,456
Chalfont and Latimer,Chorleywood,168
Debden,Theydon Bois,170
Blackhorse Road,Walthamstow Central,1516
Lambeth North,Waterloo,574
Stockwell,Vauxhall,986
Oval,Stockwell,293
Gunnersbury,Kew Gardens,297
Arsenal,Holloway Road,181
Charing Cross,Piccadilly Circus,196
Elephant and Castle,Lambeth North,268
Paddington,Warwick Avenue,1137
Embankment,Westminster,148
Monument,St. Pauls,115
Royal Oak,Westbourne Park,104
Baker Street,Finchley Road,309
Epping,Theydon Bois,438
Eastcote,Rayners Lane,182
Elephant and Castle,Kennington,409
Chigwell,Grange Hill,10
Kings Cross St. Pancras,Russell Square,941
Covent Garden,Holborn,143
Hatton Cross,Heathrow Terminals 1 2 3,903
Kilburn Park,Maida Vale,177
Arnos Grove,Southgate,454
Ruislip Gardens,West Ruislip,168
Dagenham East,Dagenham Heathway,288
Clapham North,Stockwell,396
Barking,East Ham,974
Embankment,Waterloo,766
Parsons Green,Putney Bridge,364
Kennington,Waterloo,1013
Canning Town,West Ham,658
Greenford,Perivale,178
Euston,Kings Cross St. Pancras,1640
Hillingdon,Ickenham,228
Mile End,Stepney Green,267
Kilburn,Willesden Green,434
Stratford,West Ham,1331
Cannon Street,Mansion House,75
Kensal Green,Willesden Junction,330
Acton Town,Turnham Green,374
Monument,Waterloo,914
Becontree,Upney,188
North Wembley,Wembley Central,237
Colliers Wood,South Wimbledon,582
Green Park,Oxford Circus,228
Dollis Hill,Willesden Green,326
Ealing Common,North Ealing,70
Bromley-by-Bow,West Ham,204
Wimbledon,Wimbledon Park,1519
Bond Street,Oxford Circus,199
Northwood,Northwood Hills,98
Arsenal,Finsbury Park,579
Barking,Upney,704
Northwick Park,Preston Road,89
Grange Hill,Hainault,135
Harrow-on-the-Hill,West Harrow,182
Hanger Lane,North Acton,286
Maida Vale,Warwick Avenue,159
Chalfont and Latimer,Chesham,157
East Finchley,Finchley Central,570
Aldgate East,Liverpool Street,1127
Monument,Tower Hill,531
Heathrow Terminal 4,Heathrow Terminals 1 2 3,627
Canary Wharf,North Greenwich,1294
Monument,Moorgate,382
Harrow and Wealdstone,Kenton,328
Southwark,Waterloo,542
Kilburn,West Hampstead,401
Ickenham,Ruislip,112
Kensal Green,Queens Park,276
Southfields,Wimbledon Park,473
North Wembley,South Kenton,115
Oxford Circus,Warren Street,158
Paddington,Royal Oak,1204
Sloane Square,South Kensington,240
Blackfriars,Mansion House,260
Upminster,Upminster Bridge,371
Bow Road,Bromley-by-Bow,171
Boston Manor,Northfields,136
Ruislip,Ruislip Manor,136
Barkingside,Newbury Park,239
Clapham Common,Clapham South,391
Hanger Lane,Perivale,163
Bond Street,Marble Arch,130
Finchley Road,West Hampstead,281
Battersea Power Station,Nine Elms,211
East Acton,North Acton,244
Kentish Town,Tufnell Park,271
Northfields,South Ealing,158
Canons Park,Stanmore,399
Brent Cross,Hendon Central,278
Alperton,Park Royal,133
Waterloo,Westminster,749
Totteridge and Whetstone,Woodside Park,262
High Barnet,Totteridge and Whetstone,299
Finsbury Park,Seven Sisters,1122
Earls Court,High Street Kensington,690
Bethnal Green,Liverpool Street,713
Leyton,Leytonstone,421
Tooting Bec,Tooting Broadway,814
Highbury and Islington,Kings Cross St. Pancras,1077
Fulham Broadway,West Brompton,269
Ruislip Gardens,South Ruislip,182
Camden Town,Chalk Farm,236
Hatton Cross,Hounslow West,376
Bayswater,Notting Hill Gate,238
Dollis Hill,Neasden,173
Baker Street,St. Johns Wood,269
Earls Court,West Kensington,806
Amersham,Chalfont and Latimer,294
Moorgate,Old Street,378
Chancery Lane,Holborn,147
Ravenscourt Park,Stamford Brook,160
Oxford Circus,Regents Park,62
Euston,Warren Street,426
Monument,Cannon Street,145
Northolt,South Ruislip,339
Bermondsey,London Bridge,956
Monument,London Bridge,1372
Edgware Road (Bakerloo),Marylebone,198
Dagenham East,Elm Park,205
Snaresbrook,South Woodford,173
Kenton,South Kenton,165
Bond Street,Green Park,143
St. Jamess Park,Victoria,520
Finchley Central,West Finchley,338
St. Johns Wood,Swiss Cottage,177
St. Jamess Park,Westminster,117
Colindale,Hendon Central,605
Chigwell,Roding Valley,4
Kingsbury,Wembley Park,396
Burnt Oak,Colindale,714
Barbican,Moorgate,241
Barons Court,Earls Court,870
Caledonian Road,Kings Cross St. Pancras,1021
Finchley Road,Wembley Park,425
Becontree,Dagenham Heathway,294
Belsize Park,Chalk Farm,226
Ealing Broadway,Ealing Common,468
Redbridge,Wanstead,175
Oxford Circus,Tottenham Court Road,287
Latimer Road,Wood Lane,181
Finsbury Park,Manor House,853
North Ealing,Park Royal,77
Gants Hill,Redbridge,301
Barons Court,West Kensington,247
East Putney,Putney Bridge,483
South Harrow,Sudbury Hill,104
Rayners Lane,South Harrow,141
Harlesden,Stonebridge Park,159
Canada Water,Canary Wharf,1163
Pimlico,Vauxhall,459
Holborn,Russell Square,243
Manor House,Turnpike Lane,436
Croxley,Moor Park,72
Covent Garden,Leicester Square,139
Harlesden,Willesden Junction,302
Gunnersbury,Turnham Green,277
Clapham Common,Clapham North,325
Shepherds Bush,White City,490
Baker Street,Marylebone,372
Earls Court,West Brompton,672
Hounslow Central,Hounslow West,282
Brixton,Stockwell,1388
Plaistow,Upton Park,333
Aldgate,Liverpool Street,723
Buckhurst Hill,Woodford,214
Angel,Kings Cross St. Pancras,1026
Canning Town,North Greenwich,850
Northwood Hills,Pinner,136
Holborn,Tottenham Court Road,273
East Finchley,Highgate,361
Finsbury Park,Highbury and Islington,712
Monument,Liverpool Street,1394
Lancaster Gate,Marble Arch,173
Gants Hill,Newbury Park,425
Gloucester Road,High Street Kensington,379
Goodge Street,Tottenham Court Road,127
Earls Court,Gloucester Road,988
Archway,Highgate,472
Harrow-on-the-Hill,Northwick Park,229
Baker Street,Regents Park,102
Elm Park,Hornchurch,179
Seven Sisters,Tottenham Hale,1062
Chorleywood,Rickmansworth,108
Moor Park,Northwood,113
Colliers Wood,Tooting Broadway,973
Aldgate,Tower Hill,292
Stamford Brook,Turnham Green,250
Knightsbridge,South Kensington,184
Golders Green,Hampstead,310
Belsize Park,Hampstead,253
Morden,South Wimbledon,896
Leytonstone,Snaresbrook,207
Oakwood,Southgate,438
Kennington,Nine Elms,214
Baker Street,Great Portland Street,163
Roding Valley,Woodford,130
Charing Cross,Embankment,123
Gloucester Road,South Kensington,346
Euston Square,Great Portland Street,98
Barkingside,Fairlop,77
Rayners Lane,West Harrow,111
Balham,Tooting Bec,668
Leyton,Stratford,830
Ladbroke Grove,Latimer Road,213
Mile End,Stratford,1404
Turnpike Lane,Wood Green,689
West Finchley,Woodside Park,208
Plaistow,West Ham,245
Finchley Road,Swiss Cottage,219
Croxley,Watford,117
Buckhurst Hill,Loughton,192
Hounslow East,Osterley,214
Sloane Square,Victoria,587
Goodge Street,Warren Street,68
London Bridge,Southwark,781
Charing Cross,Leicester Square,211
Stepney Green,Whitechapel,231
Borough,Elephant and Castle,258
Hyde Park Corner,Knightsbridge,54
Borough,London Bridge,757
Leytonstone,Wanstead,273
Preston Road,Wembley Park,303
Acton Town,South Ealing,221
Acton Town,Chiswick Park,163
Blackhorse Road,Tottenham Hale,1411
Barbican,Farringdon,202
Finchley Central,Mill Hill East,228
Debden,Loughton,201
Stonebridge Park,Wembley Central,290
Kingsbury,Queensbury,190
Harrow-on-the-Hill,North Harrow,266
Chiswick Park,Turnham Green,157
East Acton,White City,181
Eastcote,Ruislip Manor,125
Burnt Oak,Edgware,467
East Ham,Upton Park,567
Alperton,Sudbury Town,126
Bermondsey,Canada Water,492
Neasden,Wembley Park,321
Arnos Grove,Bounds Green,469
Pimlico,Victoria,753
South Woodford,Woodford,327
Euston,Mornington Crescent,492
Hornchurch,Upminster Bridge,146
Balham,Clapham South,576
North Acton,West Acton,210
Baker Street,Bond Street,196
North Harrow,Pinner,118
Aldgate East,Whitechapel,367
High Street Kensington,Notting Hill Gate,252
Acton Town,Ealing Common,176
Bow Road,Mile End,344
Euston Square,Kings Cross St. Pancras,895
Ealing Broadway,West Acton,334
Hillingdon,Uxbridge,499
Holland Park,Shepherds Bush,304
Blackfriars,Temple,195
Boston Manor,Osterley,126
Caledonian Road,Holloway Road,201
Brent Cross,Golders Green,326
Hounslow Central,Hounslow East,273
Bayswater,Paddington,1038
Leicester Square,Piccadilly Circus,174
Oxford Circus,Piccadilly Circus,192
Farringdon,Kings Cross St. Pancras,1168
Angel,Old Street,225
Leicester Square,Tottenham Court Road,279
Kennington,Oval,197
Shepherds Bush Market,Wood Lane,323
Earls Court,Kensington (Olympia),337
Green Park,Westminster,152
East Putney,Southfields,594
Fulham Broadway,Parsons Green,299
Goldhawk Road,Shepherds Bush Market,301
Kilburn Park,Queens Park,331
Moor Park,Rickmansworth,80
Canons Park,Queensbury,294
Sudbury Hill,Sudbury Town,124
Green Park,Hyde Park Corner,62
Bounds Green,Wood Green,539
Source Station,Target Station,Weight
Oxford Circus,Regents Park,77
Notting Hill Gate,Queensway,360
North Harrow,Pinner,131
Camden Town,Kentish Town,279
Boston Manor,Northfields,152
Paddington,Warwick Avenue,1205
Belsize Park,Chalk Farm,182
Archway,Tufnell Park,395
Burnt Oak,Edgware,479
Arnos Grove,Southgate,471
Debden,Loughton,211
Hanger Lane,Perivale,169
Kennington,Waterloo,1013
Green Park,Westminster,145
Barbican,Moorgate,201
Brent Cross,Hendon Central,279
Southwark,Waterloo,579
Becontree,Upney,195
Embankment,Waterloo,787
Monument,Cannon Street,96
East Finchley,Finchley Central,608
Camden Town,Mornington Crescent,175
Gants Hill,Redbridge,298
East Putney,Southfields,683
Gloucester Road,High Street Kensington,318
Epping,Theydon Bois,409
Caledonian Road,Holloway Road,203
Fulham Broadway,West Brompton,261
Heathrow Terminal 5,Heathrow Terminals 1 2 3,644
Rayners Lane,West Harrow,107
Euston,Warren Street,468
Embankment,Westminster,195
Harlesden,Stonebridge Park,171
Ruislip Gardens,West Ruislip,181
Lancaster Gate,Marble Arch,185
Preston Road,Wembley Park,330
Colindale,Hendon Central,574
Southfields,Wimbledon Park,525
Edgware Road (Bakerloo),Paddington,1069
Clapham North,Stockwell,421
Ladbroke Grove,Westbourne Park,221
Kennington,Nine Elms,210
Moorgate,Old Street,340
Goldhawk Road,Shepherds Bush Market,325
Baker Street,Finchley Road,359
Green Park,Hyde Park Corner,53
Liverpool Street,Moorgate,1139
Croxley,Moor Park,79
Bond Street,Green Park,166
Manor House,Turnpike Lane,466
Northwood Hills,Pinner,147
Balham,Clapham South,625
Latimer Road,Wood Lane,186
Bromley-by-Bow,West Ham,215
Blackhorse Road,Tottenham Hale,1512
Green Park,Piccadilly Circus,174
Lancaster Gate,Queensway,265
East Finchley,Highgate,349
Colliers Wood,South Wimbledon,596
Ladbroke Grove,Latimer Road,232
Barkingside,Fairlop,71
Plaistow,West Ham,249
Chorleywood,Rickmansworth,113
Highbury and Islington,Kings Cross St. Pancras,1048
Tooting Bec,Tooting Broadway,889
Stepney Green,Whitechapel,252
Brixton,Stockwell,1420
Earls Court,Kensington (Olympia),358
Earls Court,Gloucester Road,970
Kilburn Park,Maida Vale,191
Canning Town,North Greenwich,820
Stockwell,Vauxhall,998
Blackhorse Road,Walthamstow Central,1419
Ruislip,Ruislip Manor,134
Harrow and Wealdstone,Kenton,364
Leyton,Stratford,819
Canning Town,West Ham,685
Dollis Hill,Neasden,176
Baker Street,Regents Park,115
Bond Street,Oxford Circus,189
Kennington,Oval,152
Paddington,Royal Oak,1117
Finchley Central,Mill Hill East,230
Oxford Circus,Tottenham Court Road,315
Kilburn,West Hampstead,397
Stonebridge Park,Wembley Central,299
Aldgate,Liverpool Street,754
Chigwell,Grange Hill,9
West Finchley,Woodside Park,210
Sudbury Hill,Sudbury Town,118
Parsons Green,Putney Bridge,298
Neasden,Wembley Park,339
Amersham,Chalfont and Latimer,289
Seven Sisters,Tottenham Hale,1000
Bow Road,Mile End,338
Buckhurst Hill,Woodford,240
Oval,Stockwell,293
Hillingdon,Ickenham,174
Hounslow Central,Hounslow East,303
Euston Square,Kings Cross St. Pancras,913
Angel,Old Street,235
Buckhurst Hill,Loughton,161
Cannon Street,Mansion House,76
Covent Garden,Holborn,153
Monument,Tower Hill,500
Harrow-on-the-Hill,Northwick Park,245
Totteridge and Whetstone,Woodside Park,299
Debden,Theydon Bois,161
Harrow-on-the-Hill,North Harrow,235
Chiswick Park,Turnham Green,151
Gants Hill,Newbury Park,421
Arsenal,Holloway Road,167
Redbridge,Wanstead,170
Embankment,Temple,73
Pimlico,Victoria,711
Chancery Lane,St. Pauls,59
Oxford Circus,Warren Street,172
East Putney,Putney Bridge,472
Barons Court,Earls Court,892
Hanger Lane,North Acton,277
Aldgate East,Whitechapel,398
North Acton,West Acton,146
Harlesden,Willesden Junction,283
Camden Town,Chalk Farm,213
Kings Cross St. Pancras,Russell Square,897
Green Park,Oxford Circus,246
Euston Square,Great Portland Street,113
Kilburn Park,Queens Park,322
Leytonstone,Wanstead,279
Royal Oak,Westbourne Park,145
East Acton,North Acton,279
Bow Road,Bromley-by-Bow,170
South Woodford,Woodford,318
Alperton,Park Royal,116
Kenton,South Kenton,155
Maida Vale,Warwick Avenue,139
East Ham,Upton Park,607
Chigwell,Roding Valley,18
Chalfont and Latimer,Chorleywood,167
Clapham Common,Clapham South,460
Arsenal,Finsbury Park,651
High Barnet,Totteridge and Whetstone,392
St. Jamess Park,Westminster,117
Angel,Kings Cross St. Pancras,1081
Acton Town,Ealing Common,216
Holborn,Tottenham Court Road,294
Covent Garden,Leicester Square,117
Holborn,Russell Square,274
Kingsbury,Wembley Park,367
Hatton Cross,Heathrow Terminal 4,279
Plaistow,Upton Park,339
Turnpike Lane,Wood Green,694
Elephant and Castle,Lambeth North,223
Borough,London Bridge,757
Holland Park,Notting Hill Gate,174
East Acton,White City,203
Bayswater,Notting Hill Gate,218
Northolt,South Ruislip,327
Shepherds Bush,White City,440
Northwood,Northwood Hills,99
Brent Cross,Golders Green,327
Goodge Street,Warren Street,72
Lambeth North,Waterloo,624
Ravenscourt Park,Stamford Brook,149
Hatton Cross,Hounslow West,376
Bethnal Green,Mile End,422
Charing Cross,Embankment,152
Earls Court,West Kensington,811
Greenford,Perivale,179
St. Jamess Park,Victoria,555
Moor Park,Rickmansworth,93
Bayswater,Paddington,1018
Heathrow Terminal 4,Heathrow Terminals 1 2 3,552
Barbican,Farringdon,185
Stamford Brook,Turnham Green,202
Chalfont and Latimer,Chesham,168
Earls Court,High Street Kensington,741
Croxley,Watford,100
Hyde Park Corner,Knightsbridge,63
Colliers Wood,Tooting Broadway,928
Aldgate East,Liverpool Street,1057
Eastcote,Rayners Lane,205
Finsbury Park,Seven Sisters,1131
Hounslow East,Osterley,236
Kentish Town,Tufnell Park,264
Monument,London Bridge,1466
Clapham Common,Clapham North,333
Wimbledon,Wimbledon Park,1477
Ealing Common,North Ealing,61
North Wembley,South Kenton,122
Aldgate East,Tower Hill,511
Dollis Hill,Willesden Green,340
Leicester Square,Tottenham Court Road,259
Kensal Green,Willesden Junction,297
Canary Wharf,North Greenwich,1321
Elm Park,Hornchurch,195
Caledonian Road,Kings Cross St. Pancras,987
North Ealing,Park Royal,79
Leyton,Leytonstone,435
